year	Lg	Team	W	L	W/L%	SRS	Pace	Rel Pace	ORtg	Rel ORtg	DRtg	Rel DRtg
2002	NBA	Toronto Raptors	24	58	0.293	-6.1	89.9	-1.1	100.5	-3.1	107	3.4
2001	NBA	Toronto Raptors	42	40	0.512	-0.71	88.8	-1.9	102.6	-1.9	103.1	-1.4
2000	NBA	Toronto Raptors	47	35	0.573	1.69	90.9	-0.4	105.9	2.9	103.4	0.4
1999	NBA	Toronto Raptors	45	37	0.549	-0.46	92.5	-0.6	104.7	0.6	104.9	0.8
1998	NBA	Toronto Raptors	23	27	0.46	-1.32	88.8	-0.1	102	-0.2	103.9	1.7
1997	NBA	Toronto Raptors	16	66	0.195	-8.33	92.6	2.3	101.2	-3.8	111	6
1996	NBA	Toronto Raptors	30	52	0.366	-2.56	90.6	0.5	104.6	-2.1	108	1.3
1995	NBA	Toronto Raptors	21	61	0.256	-7.2	93.2	1.4	103.8	-3.8	111.8	4.2
2018	NBA	Utah Jazz	45	30	0.6	5.14	100.2	0.2	110.4	0.2	105.4	-4.8
2017	NBA	Utah Jazz	48	34	0.585	4.47	95.7	-1.6	108.4	-0.2	103.9	-4.7
2016	NBA	Utah Jazz	51	31	0.622	4	91.6	-4.8	109.6	0.8	105.3	-3.5
2015	NBA	Utah Jazz	40	42	0.488	1.84	91	-4.8	105.9	-0.5	103.9	-2.5
2014	NBA	Utah Jazz	38	44	0.463	0.71	90.4	-3.5	105.1	-0.5	104.9	-0.7
2013	NBA	Utah Jazz	25	57	0.305	-6.27	91.4	-2.5	103.5	-3.2	111.3	4.6
2012	NBA	Utah Jazz	43	39	0.524	0.3	90.9	-1.1	106.7	0.8	106.8	0.9
2011	NBA	Utah Jazz	36	30	0.545	0.92	91.4	0.1	106.8	2.2	106.1	1.5
2010	NBA	Utah Jazz	39	43	0.476	-1.44	91	-1.1	108.1	0.8	110.1	2.8
2009	NBA	Utah Jazz	53	29	0.646	5.33	93.8	1.1	110.7	3.1	105	-2.6
2008	NBA	Utah Jazz	48	34	0.585	2.31	93.1	1.4	110.1	1.8	107.3	-1
2007	NBA	Utah Jazz	54	28	0.659	6.86	93.2	0.8	113.8	6.3	106.5	-1
2006	NBA	Utah Jazz	51	31	0.622	3.06	91.6	-0.3	110.1	3.6	107	0.5
2005	NBA	Utah Jazz	41	41	0.5	-2.49	87.8	-2.7	104.1	-2.1	107	0.8
2004	NBA	Utah Jazz	26	56	0.317	-3.74	88.4	-2.5	104.7	-1.4	109.5	3.4
2003	NBA	Utah Jazz	42	40	0.512	-0.53	86.6	-3.5	101.9	-1	103.3	0.4
2002	NBA	Utah Jazz	47	35	0.573	2.76	89.3	-1.7	105.5	1.9	102.8	-0.8
2001	NBA	Utah Jazz	44	38	0.537	1.21	90.3	-0.4	105.6	1.1	104.6	0.1
2000	NBA	Utah Jazz	53	29	0.646	5	89.8	-1.5	107.6	4.6	102.4	-0.6
1999	NBA	Utah Jazz	55	27	0.671	4.52	89.6	-3.5	107.3	3.2	102.3	-1.8
1998	NBA	Utah Jazz	37	13	0.74	5.54	87	-1.9	105.8	3.6	98.4	-3.8
1997	NBA	Utah Jazz	62	20	0.756	5.73	89.2	-1.1	112.7	7.7	105.4	0.4
1996	NBA	Utah Jazz	64	18	0.78	7.97	90	-0.1	113.6	6.9	104	-2.7
1995	NBA	Utah Jazz	55	27	0.671	6.25	90	-1.8	113.3	5.7	106.1	-1.5
1994	NBA	Utah Jazz	60	22	0.732	7.76	92.6	-0.3	114.3	6	105.7	-2.6
1993	NBA	Utah Jazz	53	29	0.646	4.1	93.1	-2	108.6	2.3	104.1	-2.2
1992	NBA	Utah Jazz	47	35	0.573	1.74	96.5	-0.3	109.6	1.6	107.4	-0.6
1991	NBA	Utah Jazz	55	27	0.671	5.7	95.5	-1.1	112.2	4	105.6	-2.6
1990	NBA	Utah Jazz	54	28	0.659	3.18	95.3	-2.5	108.6	0.7	105.1	-2.8
1989	NBA	Utah Jazz	55	27	0.671	4.82	96.1	-2.2	110.3	2.2	105.4	-2.7
1988	NBA	Utah Jazz	51	31	0.622	4.01	98	-2.6	106.6	-1.2	101.5	-6.3
1987	NBA	Utah Jazz	47	35	0.573	2.96	101.5	1.9	106.8	-1.2	103.1	-4.9
1986	NBA	Utah Jazz	44	38	0.537	0.04	103.2	2.4	104.1	-4.2	103.7	-4.6
1985	NBA	Utah Jazz	42	40	0.512	-0.67	103.3	1.2	104.2	-3	104.6	-2.6
1984	NBA	Utah Jazz	41	41	0.5	-0.33	105.1	3	103.3	-4.6	103.4	-4.5
1983	NBA	Utah Jazz	45	37	0.549	0.81	104.9	3.5	109	1.4	108	0.4
1982	NBA	Utah Jazz	30	52	0.366	-4.22	107.3	4.2	101.2	-3.5	105.1	0.4
1981	NBA	Utah Jazz	25	57	0.305	-5.63	103.9	3	106.2	-0.7	111.7	4.8
1980	NBA	Utah Jazz	28	54	0.341	-5.99	97.7	-4.1	103.4	-2.1	109.4	3.9
1979	NBA	Utah Jazz	24	58	0.293	-5.71	97.6	-5.5	104.2	-1.1	110.4	5.1
1978	NBA	Utah Jazz	26	56	0.317	-5.97	108.6	2.8	99.6	-4.2	105.4	1.6
1977	NBA	Utah Jazz	39	43	0.476	-1.8	108.3	1.6	98.9	-2	100.6	-0.3
1976	NBA	Utah Jazz	35	47	0.427	-2.68	107.2	0.7	97	-2.5	99.7	0.2
1975	NBA	Utah Jazz	38	44	0.463	-0.74	106.7	1.2	96.6	-1.7	97.4	-0.9
1974	NBA	Utah Jazz	23	59	0.28	-7.3	109.4	4.9	92.5	-5.2	99.7	2
2018	NBA	Washington Wizards	31	45	0.408	-3.17	101.4	1.4	111.2	1	113.9	3.7
2017	NBA	Washington Wizards	43	39	0.524	0.53	96.6	-0.7	109.3	0.7	108.7	0.1
2016	NBA	Washington Wizards	49	33	0.598	1.36	97.4	1	111.2	2.4	109.3	0.5
2015	NBA	Washington Wizards	41	41	0.5	-0.5	98.5	2.7	105.3	-1.1	105.8	-0.6
2014	NBA	Washington Wizards	46	36	0.561	0.17	93.7	-0.2	103.7	-1.9	103	-2.6
2013	NBA	Washington Wizards	44	38	0.537	0.48	93.2	-0.7	106	-0.7	104.6	-2.1
2012	NBA	Washington Wizards	29	53	0.354	-2.78	92.2	0.2	100.2	-5.7	103	-2.9
2011	NBA	Washington Wizards	20	46	0.303	-5.14	92.5	1.2	101	-3.6	106.2	1.6
2010	NBA	Washington Wizards	23	59	0.28	-7.3	93.8	1.7	102.4	-4.9	110.2	2.9
2009	NBA	Washington Wizards	26	56	0.317	-4.72	91.6	-1.1	104.2	-3.4	109.4	1.8
2008	NBA	Washington Wizards	19	63	0.232	-6.98	91	-0.7	105.4	-2.9	113.6	5.3
2007	NBA	Washington Wizards	43	39	0.524	-0.61	89.5	-2.9	109.2	1.7	109.6	2.1
2006	NBA	Washington Wizards	41	41	0.5	-0.8	94.1	2.2	110.1	3.6	110.6	4.1
2005	NBA	Washington Wizards	42	40	0.512	1.57	92.3	1.8	109.3	3.1	107.3	1.1
2004	NBA	Washington Wizards	45	37	0.549	-0.71	93.3	2.4	107.2	1.1	107.5	1.4
2003	NBA	Washington Wizards	25	57	0.305	-6.12	92.2	2.1	98.8	-4.1	104.8	1.9
2002	NBA	Washington Wizards	37	45	0.451	-1.47	88.2	-2.8	103	-0.6	104.1	0.5
2001	NBA	Washington Wizards	37	45	0.451	-1.58	88.3	-2.4	104.8	0.3	106.4	1.9
2000	NBA	Washington Wizards	19	63	0.232	-6.75	92.7	1.4	100.6	-2.4	107.8	4.8
1999	NBA	Washington Wizards	29	53	0.354	-3.47	92.7	-0.4	103.5	-0.6	107	2.9
1998	NBA	Washington Wizards	18	32	0.36	-1.75	89.8	0.9	101.2	-1	103.7	1.5
1997	NBA	Washington Wizards	42	40	0.512	1.11	91.8	1.5	105.2	0.2	104.5	-0.5
1996	NBA	Washington Wizards	44	38	0.537	1.77	92.4	2.3	106.6	-0.1	104.9	-1.8
1995	NBA	Washington Wizards	39	43	0.476	0.99	93.7	1.9	108.7	1.1	107.6	0
1994	NBA	Washington Wizards	21	61	0.256	-5.56	94.5	1.6	105.4	-2.9	111.3	3
1993	NBA	Washington Wizards	24	58	0.293	-7.13	95.9	0.8	104.5	-1.8	112.2	5.9
1992	NBA	Washington Wizards	22	60	0.268	-6.49	97.7	0.9	103.6	-4.4	110.8	2.8
1991	NBA	Washington Wizards	25	57	0.305	-4.35	97.7	1.1	103.9	-4.3	108.4	0.2
1990	NBA	Washington Wizards	30	52	0.366	-4.84	97.5	-0.3	103	-4.9	108.1	0.2
1989	NBA	Washington Wizards	31	51	0.378	-2.43	99.4	1.1	107.5	-0.6	109.7	1.6
1988	NBA	Washington Wizards	40	42	0.488	-1.77	100.8	0.2	106.4	-1.4	108.5	0.7
1987	NBA	Washington Wizards	38	44	0.463	-0.16	98.1	-1.5	106.5	-1.5	107.2	-0.8
1986	NBA	Washington Wizards	42	40	0.512	-1.02	100.2	-0.6	105.7	-2.6	107	-1.3
1985	NBA	Washington Wizards	39	43	0.476	-1.28	99.1	-3	103	-4.2	104.8	-2.4
1984	NBA	Washington Wizards	40	42	0.488	0.15	100.3	-1.8	104.3	-3.6	104.6	-3.3
1983	NBA	Washington Wizards	35	47	0.427	-2.36	97.4	-4	104.2	-3.4	107.2	-0.4
1982	NBA	Washington Wizards	42	40	0.512	0.2	99.4	-3.7	99.1	-5.6	99.3	-5.4
1981	NBA	Washington Wizards	43	39	0.524	1.06	99.4	-1.5	103.3	-3.6	102.5	-4.4
1980	NBA	Washington Wizards	39	43	0.476	0.42	102.4	0.6	102.7	-2.8	102.7	-2.8
1979	NBA	Washington Wizards	39	43	0.476	-2.27	102.6	-0.5	103.2	-2.1	105.7	0.4
1978	NBA	Washington Wizards	54	28	0.659	4.75	106.5	0.7	107.4	3.6	102.7	-1.1
1977	NBA	Washington Wizards	44	38	0.537	0.82	108.1	1.4	101.3	0.4	100.5	-0.4
1976	NBA	Washington Wizards	48	34	0.585	0.9	105.9	-0.6	99.3	-0.2	98.4	-1.1
1975	NBA	Washington Wizards	48	34	0.585	2.2	104.3	-1.2	97.5	-0.8	95.3	-3
1974	NBA	Washington Wizards	60	22	0.732	6.53	106.1	1.6	98	0.3	91.3	-6.4
1973	NBA	Washington Wizards	47	35	0.573	1.19	106.3	-1.5	95.6	-2.1	94.2	-3.5
